time_period,sex_strat,sex_label,age_strat,age_label,measure_raw,est,prop,hovertext_col
1971,sex_03,Males,age_0to100p_5y_21,45-49,population,55350,-5.9,"Males
Year: 1971
Age group: 45-49 years
Proportion of population: 5.9%
Count:  55,350"
1971,sex_03,Males,age_0to100p_5y_21,5-9,population,93803,-10.1,"Males
Year: 1971
Age group: 5-9 years
Proportion of population: 10.1%
Count:  93,803"
1971,sex_03,Males,age_0to100p_5y_21,50-54,population,48567,-5.2,"Males
Year: 1971
Age group: 50-54 years
Proportion of population: 5.2%
Count:  48,567"
1971,sex_03,Males,age_0to100p_5y_21,55-59,population,44278,-4.7,"Males
Year: 1971
Age group: 55-59 years
Proportion of population: 4.7%
Count:  44,278"
1971,sex_03,Males,age_0to100p_5y_21,60-64,population,36956,-4,"Males
Year: 1971
Age group: 60-64 years
Proportion of population: 4.0%
Count:  36,956"
1971,sex_03,Males,age_0to100p_5y_21,65-69,population,28798,-3.1,"Males
Year: 1971
Age group: 65-69 years
Proportion of population: 3.1%
Count:  28,798"
1971,sex_03,Males,age_0to100p_5y_21,70-74,population,20554,-2.2,"Males
Year: 1971
Age group: 70-74 years
Proportion of population: 2.2%
Count:  20,554"
1971,sex_03,Males,age_0to100p_5y_21,75-79,population,12507,-1.3,"Males
Year: 1971
Age group: 75-79 years
Proportion of population: 1.3%
Count:  12,507"
1971,sex_03,Males,age_0to100p_5y_21,80-84,population,7075,-0.8,"Males
Year: 1971
Age group: 80-84 years
Proportion of population: 0.8%
Count:   7,075"
1971,sex_03,Males,age_0to100p_5y_21,85-89,population,2687,-0.3,"Males
Year: 1971
Age group: 85-89 years
Proportion of population: 0.3%
Count:   2,687"
1971,sex_03,Males,age_0to100p_5y_21,90-94,population,614,-0.1,"Males
Year: 1971
Age group: 90-94 years
Proportion of population: 0.1%
Count:     614"
1971,sex_03,Males,age_0to100p_5y_21,95+,population,104,-0,"Males
Year: 1971
Age group: 95+ years
Proportion of population: 0.0%
Count:     104"
1972,sex_03,Females,age_0to100p_5y_21,0-4,population,92198,9.8,"Females
Year: 1972
Age group: 0-4 years
Proportion of population: 9.8%
Count:  92,198"
1972,sex_03,Females,age_0to100p_5y_21,10-14,population,93070,9.9,"Females
Year: 1972
Age group: 10-14 years
Proportion of population: 9.9%
Count:  93,070"
1972,sex_03,Females,age_0to100p_5y_21,15-19,population,83877,8.9,"Females
Year: 1972
Age group: 15-19 years
Proportion of population: 8.9%
Count:  83,877"
1972,sex_03,Females,age_0to100p_5y_21,20-24,population,76518,8.1,"Females
Year: 1972
Age group: 20-24 years
Proportion of population: 8.1%
Count:  76,518"
1972,sex_03,Females,age_0to100p_5y_21,25-29,population,68142,7.2,"Females
Year: 1972
Age group: 25-29 years
Proportion of population: 7.2%
Count:  68,142"
1972,sex_03,Females,age_0to100p_5y_21,30-34,population,55788,5.9,"Females
Year: 1972
Age group: 30-34 years
Proportion of population: 5.9%
Count:  55,788"
1972,sex_03,Females,age_0to100p_5y_21,35-39,population,50753,5.4,"Females
Year: 1972
Age group: 35-39 years
Proportion of population: 5.4%
Count:  50,753"
1972,sex_03,Females,age_0to100p_5y_21,40-44,population,52424,5.6,"Females
Year: 1972
Age group: 40-44 years
Proportion of population: 5.6%
Count:  52,424"
1972,sex_03,Females,age_0to100p_5y_21,45-49,population,52616,5.6,"Females
Year: 1972
Age group: 45-49 years
Proportion of population: 5.6%
Count:  52,616"
1972,sex_03,Females,age_0to100p_5y_21,5-9,population,88997,9.5,"Females
Year: 1972
Age group: 5-9 years
Proportion of population: 9.5%
Count:  88,997"
1972,sex_03,Females,age_0to100p_5y_21,50-54,population,49585,5.3,"Females
Year: 1972
Age group: 50-54 years
Proportion of population: 5.3%
Count:  49,585"
1972,sex_03,Females,age_0to100p_5y_21,55-59,population,45472,4.8,"Females
Year: 1972
Age group: 55-59 years
Proportion of population: 4.8%
Count:  45,472"
1972,sex_03,Females,age_0to100p_5y_21,60-64,population,39021,4.1,"Females
Year: 1972
Age group: 60-64 years
Proportion of population: 4.1%
Count:  39,021"
1972,sex_03,Females,age_0to100p_5y_21,65-69,population,31130,3.3,"Females
Year: 1972
Age group: 65-69 years
Proportion of population: 3.3%
Count:  31,130"
1972,sex_03,Females,age_0to100p_5y_21,70-74,population,25764,2.7,"Females
Year: 1972
Age group: 70-74 years
Proportion of population: 2.7%
Count:  25,764"
1972,sex_03,Females,age_0to100p_5y_21,75-79,population,18418,2,"Females
Year: 1972
Age group: 75-79 years
Proportion of population: 2.0%
Count:  18,418"
1972,sex_03,Females,age_0to100p_5y_21,80-84,population,11016,1.2,"Females
Year: 1972
Age group: 80-84 years
Proportion of population: 1.2%
Count:  11,016"
1972,sex_03,Females,age_0to100p_5y_21,85-89,population,4975,0.5,"Females
Year: 1972
Age group: 85-89 years
Proportion of population: 0.5%
Count:   4,975"
1972,sex_03,Females,age_0to100p_5y_21,90-94,population,1460,0.2,"Females
Year: 1972
Age group: 90-94 years
Proportion of population: 0.2%
Count:   1,460"
1972,sex_03,Females,age_0to100p_5y_21,95+,population,295,0,"Females
Year: 1972
Age group: 95+ years
Proportion of population: 0.0%
Count:     295"
1972,sex_03,Males,age_0to100p_5y_21,0-4,population,95947,-10,"Males
Year: 1972
Age group: 0-4 years
Proportion of population: 10.0%
Count:  95,947"
1972,sex_03,Males,age_0to100p_5y_21,10-14,population,97549,-10.2,"Males
Year: 1972
Age group: 10-14 years
Proportion of population: 10.2%
Count:  97,549"
1972,sex_03,Males,age_0to100p_5y_21,15-19,population,86270,-9,"Males
Year: 1972
Age group: 15-19 years
Proportion of population: 9.0%
Count:  86,270"
1972,sex_03,Males,age_0to100p_5y_21,20-24,population,80546,-8.4,"Males
Year: 1972
Age group: 20-24 years
Proportion of population: 8.4%
Count:  80,546"
1972,sex_03,Males,age_0to100p_5y_21,25-29,population,72140,-7.5,"Males
Year: 1972
Age group: 25-29 years
Proportion of population: 7.5%
Count:  72,140"
1972,sex_03,Males,age_0to100p_5y_21,30-34,population,59205,-6.2,"Males
Year: 1972
Age group: 30-34 years
Proportion of population: 6.2%
Count:  59,205"
1972,sex_03,Males,age_0to100p_5y_21,35-39,population,53343,-5.6,"Males
Year: 1972
Age group: 35-39 years
Proportion of population: 5.6%
Count:  53,343"
1972,sex_03,Males,age_0to100p_5y_21,40-44,population,55280,-5.8,"Males
Year: 1972
Age group: 40-44 years
Proportion of population: 5.8%
Count:  55,280"
1972,sex_03,Males,age_0to100p_5y_21,45-49,population,55332,-5.8,"Males
Year: 1972
Age group: 45-49 years
Proportion of population: 5.8%
Count:  55,332"
1972,sex_03,Males,age_0to100p_5y_21,5-9,population,93685,-9.8,"Males
Year: 1972
Age group: 5-9 years
Proportion of population: 9.8%
Count:  93,685"
1972,sex_03,Males,age_0to100p_5y_21,50-54,population,50447,-5.3,"Males
Year: 1972
Age group: 50-54 years
Proportion of population: 5.3%
Count:  50,447"
1972,sex_03,Males,age_0to100p_5y_21,55-59,population,44846,-4.7,"Males
Year: 1972
Age group: 55-59 years
Proportion of population: 4.7%
Count:  44,846"
1972,sex_03,Males,age_0to100p_5y_21,60-64,population,38132,-4,"Males
Year: 1972
Age group: 60-64 years
Proportion of population: 4.0%
Count:  38,132"
1972,sex_03,Males,age_0to100p_5y_21,65-69,population,29667,-3.1,"Males
Year: 1972
Age group: 65-69 years
Proportion of population: 3.1%
Count:  29,667"
1972,sex_03,Males,age_0to100p_5y_21,70-74,population,21136,-2.2,"Males
Year: 1972
Age group: 70-74 years
Proportion of population: 2.2%
Count:  21,136"
1972,sex_03,Males,age_0to100p_5y_21,75-79,population,12617,-1.3,"Males
Year: 1972
Age group: 75-79 years
Proportion of population: 1.3%
Count:  12,617"
1972,sex_03,Males,age_0to100p_5y_21,80-84,population,7190,-0.8,"Males
Year: 1972
Age group: 80-84 years
Proportion of population: 0.8%
Count:   7,190"
1972,sex_03,Males,age_0to100p_5y_21,85-89,population,2852,-0.3,"Males
Year: 1972
Age group: 85-89 years
Proportion of population: 0.3%
Count:   2,852"
1972,sex_03,Males,age_0to100p_5y_21,90-94,population,665,-0.1,"Males
Year: 1972
Age group: 90-94 years
Proportion of population: 0.1%
Count:     665"
1972,sex_03,Males,age_0to100p_5y_21,95+,population,110,-0,"Males
Year: 1972
Age group: 95+ years
Proportion of population: 0.0%
Count:     110"
1973,sex_03,Females,age_0to100p_5y_21,0-4,population,95035,9.8,"Females
Year: 1973
Age group: 0-4 years
Proportion of population: 9.8%
Count:  95,035"
1973,sex_03,Females,age_0to100p_5y_21,10-14,population,94947,9.8,"Females
Year: 1973
Age group: 10-14 years
Proportion of population: 9.8%
Count:  94,947"
1973,sex_03,Females,age_0to100p_5y_21,15-19,population,86532,8.9,"Females
Year: 1973
Age group: 15-19 years
Proportion of population: 8.9%
Count:  86,532"
1973,sex_03,Females,age_0to100p_5y_21,20-24,population,78893,8.2,"Females
Year: 1973
Age group: 20-24 years
Proportion of population: 8.2%
Count:  78,893"
1973,sex_03,Females,age_0to100p_5y_21,25-29,population,73035,7.5,"Females
Year: 1973
Age group: 25-29 years
Proportion of population: 7.5%
Count:  73,035"
1973,sex_03,Females,age_0to100p_5y_21,30-34,population,58613,6.1,"Females
Year: 1973
Age group: 30-34 years
Proportion of population: 6.1%
Count:  58,613"
1973,sex_03,Females,age_0to100p_5y_21,35-39,population,52200,5.4,"Females
Year: 1973
Age group: 35-39 years
Proportion of population: 5.4%
Count:  52,200"
1973,sex_03,Females,age_0to100p_5y_21,40-44,population,51913,5.4,"Females
Year: 1973
Age group: 40-44 years
Proportion of population: 5.4%
Count:  51,913"
1973,sex_03,Females,age_0to100p_5y_21,45-49,population,53350,5.5,"Females
Year: 1973
Age group: 45-49 years
Proportion of population: 5.5%
Count:  53,350"
1973,sex_03,Females,age_0to100p_5y_21,5-9,population,89436,9.2,"Females
Year: 1973
Age group: 5-9 years
Proportion of population: 9.2%
Count:  89,436"
1973,sex_03,Females,age_0to100p_5y_21,50-54,population,50917,5.3,"Females
Year: 1973
Age group: 50-54 years
Proportion of population: 5.3%
Count:  50,917"
1973,sex_03,Females,age_0to100p_5y_21,55-59,population,46448,4.8,"Females
Year: 1973
Age group: 55-59 years
Proportion of population: 4.8%
Count:  46,448"
1973,sex_03,Females,age_0to100p_5y_21,60-64,population,40673,4.2,"Females
Year: 1973
Age group: 60-64 years
Proportion of population: 4.2%
Count:  40,673"
1973,sex_03,Females,age_0to100p_5y_21,65-69,population,32407,3.3,"Females
Year: 1973
Age group: 65-69 years
Proportion of population: 3.3%
Count:  32,407"
1973,sex_03,Females,age_0to100p_5y_21,70-74,population,26097,2.7,"Females
Year: 1973
Age group: 70-74 years
Proportion of population: 2.7%
Count:  26,097"
1973,sex_03,Females,age_0to100p_5y_21,75-79,population,18743,1.9,"Females
Year: 1973
Age group: 75-79 years
Proportion of population: 1.9%
Count:  18,743"
1973,sex_03,Females,age_0to100p_5y_21,80-84,population,11539,1.2,"Females
Year: 1973
Age group: 80-84 years
Proportion of population: 1.2%
Count:  11,539"
1973,sex_03,Females,age_0to100p_5y_21,85-89,population,5253,0.5,"Females
Year: 1973
Age group: 85-89 years
Proportion of population: 0.5%
Count:   5,253"
1973,sex_03,Females,age_0to100p_5y_21,90-94,population,1526,0.2,"Females
Year: 1973
Age group: 90-94 years
Proportion of population: 0.2%
Count:   1,526"
1973,sex_03,Females,age_0to100p_5y_21,95+,population,313,0,"Females
Year: 1973
Age group: 95+ years
Proportion of population: 0.0%
Count:     313"
1973,sex_03,Males,age_0to100p_5y_21,0-4,population,98866,-10,"Males
Year: 1973
Age group: 0-4 years
Proportion of population: 10.0%
Count:  98,866"
1973,sex_03,Males,age_0to100p_5y_21,10-14,population,99752,-10.1,"Males
Year: 1973
Age group: 10-14 years
Proportion of population: 10.1%
Count:  99,752"
1973,sex_03,Males,age_0to100p_5y_21,15-19,population,89180,-9.1,"Males
Year: 1973
Age group: 15-19 years
Proportion of population: 9.1%
Count:  89,180"
1973,sex_03,Males,age_0to100p_5y_21,20-24,population,83030,-8.4,"Males
Year: 1973
Age group: 20-24 years
Proportion of population: 8.4%
Count:  83,030"
1973,sex_03,Males,age_0to100p_5y_21,25-29,population,77625,-7.9,"Males
Year: 1973
Age group: 25-29 years
Proportion of population: 7.9%
Count:  77,625"
1973,sex_03,Males,age_0to100p_5y_21,30-34,population,62121,-6.3,"Males
Year: 1973
Age group: 30-34 years
Proportion of population: 6.3%
Count:  62,121"
1973,sex_03,Males,age_0to100p_5y_21,35-39,population,55087,-5.6,"Males
Year: 1973
Age group: 35-39 years
Proportion of population: 5.6%
Count:  55,087"
1973,sex_03,Males,age_0to100p_5y_21,40-44,population,54963,-5.6,"Males
Year: 1973
Age group: 40-44 years
Proportion of population: 5.6%
Count:  54,963"
1973,sex_03,Males,age_0to100p_5y_21,45-49,population,56220,-5.7,"Males
Year: 1973
Age group: 45-49 years
Proportion of population: 5.7%
Count:  56,220"
1973,sex_03,Males,age_0to100p_5y_21,5-9,population,93997,-9.6,"Males
Year: 1973
Age group: 5-9 years
Proportion of population: 9.6%
Count:  93,997"
1973,sex_03,Males,age_0to100p_5y_21,50-54,population,52219,-5.3,"Males
Year: 1973
Age group: 50-54 years
Proportion of population: 5.3%
Count:  52,219"
1973,sex_03,Males,age_0to100p_5y_21,55-59,population,45324,-4.6,"Males
Year: 1973
Age group: 55-59 years
Proportion of population: 4.6%
Count:  45,324"
1973,sex_03,Males,age_0to100p_5y_21,60-64,population,39299,-4,"Males
Year: 1973
Age group: 60-64 years
Proportion of population: 4.0%
Count:  39,299"
1973,sex_03,Males,age_0to100p_5y_21,65-69,population,30685,-3.1,"Males
Year: 1973
Age group: 65-69 years
Proportion of population: 3.1%
Count:  30,685"
1973,sex_03,Males,age_0to100p_5y_21,70-74,population,21733,-2.2,"Males
Year: 1973
Age group: 70-74 years
Proportion of population: 2.2%
Count:  21,733"
1973,sex_03,Males,age_0to100p_5y_21,75-79,population,12833,-1.3,"Males
Year: 1973
Age group: 75-79 years
Proportion of population: 1.3%
Count:  12,833"
1973,sex_03,Males,age_0to100p_5y_21,80-84,population,7313,-0.7,"Males
Year: 1973
Age group: 80-84 years
Proportion of population: 0.7%
Count:   7,313"
1973,sex_03,Males,age_0to100p_5y_21,85-89,population,3017,-0.3,"Males
Year: 1973
Age group: 85-89 years
Proportion of population: 0.3%
Count:   3,017"
1973,sex_03,Males,age_0to100p_5y_21,90-94,population,696,-0.1,"Males
Year: 1973
Age group: 90-94 years
Proportion of population: 0.1%
Count:     696"
1973,sex_03,Males,age_0to100p_5y_21,95+,population,121,-0,"Males
Year: 1973
Age group: 95+ years
Proportion of population: 0.0%
Count:     121"
1974,sex_03,Females,age_0to100p_5y_21,0-4,population,96829,9.7,"Females
Year: 1974
Age group: 0-4 years
Proportion of population: 9.7%
Count:  96,829"
1974,sex_03,Females,age_0to100p_5y_21,10-14,population,96574,9.7,"Females
Year: 1974
Age group: 10-14 years
Proportion of population: 9.7%
Count:  96,574"
1974,sex_03,Females,age_0to100p_5y_21,15-19,population,89362,9,"Females
Year: 1974
Age group: 15-19 years
Proportion of population: 9.0%
Count:  89,362"
1974,sex_03,Females,age_0to100p_5y_21,20-24,population,81922,8.2,"Females
Year: 1974
Age group: 20-24 years
Proportion of population: 8.2%
Count:  81,922"
1974,sex_03,Females,age_0to100p_5y_21,25-29,population,77138,7.7,"Females
Year: 1974
Age group: 25-29 years
Proportion of population: 7.7%
Count:  77,138"
1974,sex_03,Females,age_0to100p_5y_21,30-34,population,62213,6.2,"Females
Year: 1974
Age group: 30-34 years
Proportion of population: 6.2%
Count:  62,213"
1974,sex_03,Females,age_0to100p_5y_21,35-39,population,54743,5.5,"Females
Year: 1974
Age group: 35-39 years
Proportion of population: 5.5%
Count:  54,743"
1974,sex_03,Females,age_0to100p_5y_21,40-44,population,51645,5.2,"Females
Year: 1974
Age group: 40-44 years
Proportion of population: 5.2%
Count:  51,645"
1974,sex_03,Females,age_0to100p_5y_21,45-49,population,53980,5.4,"Females
Year: 1974
Age group: 45-49 years
Proportion of population: 5.4%
Count:  53,980"
1974,sex_03,Females,age_0to100p_5y_21,5-9,population,90529,9.1,"Females
Year: 1974
Age group: 5-9 years
Proportion of population: 9.1%
Count:  90,529"
1974,sex_03,Females,age_0to100p_5y_21,50-54,population,52334,5.3,"Females
Year: 1974
Age group: 50-54 years
Proportion of population: 5.3%
Count:  52,334"
1974,sex_03,Females,age_0to100p_5y_21,55-59,population,46704,4.7,"Females
Year: 1974
Age group: 55-59 years
Proportion of population: 4.7%
Count:  46,704"
1974,sex_03,Females,age_0to100p_5y_21,60-64,population,42756,4.3,"Females
Year: 1974
Age group: 60-64 years
Proportion of population: 4.3%
Count:  42,756"
1974,sex_03,Females,age_0to100p_5y_21,65-69,population,33668,3.4,"Females
Year: 1974
Age group: 65-69 years
Proportion of population: 3.4%
Count:  33,668"
1974,sex_03,Females,age_0to100p_5y_21,70-74,population,26738,2.7,"Females
Year: 1974
Age group: 70-74 years
Proportion of population: 2.7%
Count:  26,738"
1974,sex_03,Females,age_0to100p_5y_21,75-79,population,19065,1.9,"Females
Year: 1974
Age group: 75-79 years
Proportion of population: 1.9%
Count:  19,065"
1974,sex_03,Females,age_0to100p_5y_21,80-84,population,11950,1.2,"Females
Year: 1974
Age group: 80-84 years
Proportion of population: 1.2%
Count:  11,950"
1974,sex_03,Females,age_0to100p_5y_21,85-89,population,5572,0.6,"Females
Year: 1974
Age group: 85-89 years
Proportion of population: 0.6%
Count:   5,572"
1974,sex_03,Females,age_0to100p_5y_21,90-94,population,1631,0.2,"Females
Year: 1974
Age group: 90-94 years
Proportion of population: 0.2%
Count:   1,631"
1974,sex_03,Females,age_0to100p_5y_21,95+,population,339,0,"Females
Year: 1974
Age group: 95+ years
Proportion of population: 0.0%
Count:     339"
1974,sex_03,Males,age_0to100p_5y_21,0-4,population,100928,-10,"Males
Year: 1974
Age group: 0-4 years
Proportion of population: 10.0%
Count: 100,928"
1974,sex_03,Males,age_0to100p_5y_21,10-14,population,101712,-10,"Males
Year: 1974
Age group: 10-14 years
Proportion of population: 10.0%
Count: 101,712"
1974,sex_03,Males,age_0to100p_5y_21,15-19,population,92511,-9.1,"Males
Year: 1974
Age group: 15-19 years
Proportion of population: 9.1%
Count:  92,511"
1974,sex_03,Males,age_0to100p_5y_21,20-24,population,85686,-8.5,"Males
Year: 1974
Age group: 20-24 years
Proportion of population: 8.5%
Count:  85,686"
1974,sex_03,Males,age_0to100p_5y_21,25-29,population,81997,-8.1,"Males
Year: 1974
Age group: 25-29 years
Proportion of population: 8.1%
Count:  81,997"
1974,sex_03,Males,age_0to100p_5y_21,30-34,population,65951,-6.5,"Males
Year: 1974
Age group: 30-34 years
Proportion of population: 6.5%
Count:  65,951"
1974,sex_03,Males,age_0to100p_5y_21,35-39,population,57581,-5.7,"Males
Year: 1974
Age group: 35-39 years
Proportion of population: 5.7%
Count:  57,581"
1974,sex_03,Males,age_0to100p_5y_21,40-44,population,54882,-5.4,"Males
Year: 1974
Age group: 40-44 years
Proportion of population: 5.4%
Count:  54,882"
1974,sex_03,Males,age_0to100p_5y_21,45-49,population,57056,-5.6,"Males
Year: 1974
Age group: 45-49 years
Proportion of population: 5.6%
Count:  57,056"
1974,sex_03,Males,age_0to100p_5y_21,5-9,population,95398,-9.4,"Males
Year: 1974
Age group: 5-9 years
Proportion of population: 9.4%
Count:  95,398"
1974,sex_03,Males,age_0to100p_5y_21,50-54,population,54094,-5.3,"Males
Year: 1974
Age group: 50-54 years
Proportion of population: 5.3%
Count:  54,094"
1974,sex_03,Males,age_0to100p_5y_21,55-59,population,45456,-4.5,"Males
Year: 1974
Age group: 55-59 years
Proportion of population: 4.5%
Count:  45,456"
1974,sex_03,Males,age_0to100p_5y_21,60-64,population,40829,-4,"Males
Year: 1974
Age group: 60-64 years
Proportion of population: 4.0%
Count:  40,829"
1974,sex_03,Males,age_0to100p_5y_21,65-69,population,31626,-3.1,"Males
Year: 1974
Age group: 65-69 years
Proportion of population: 3.1%
Count:  31,626"
1974,sex_03,Males,age_0to100p_5y_21,70-74,population,22614,-2.2,"Males
Year: 1974
Age group: 70-74 years
Proportion of population: 2.2%
Count:  22,614"
1974,sex_03,Males,age_0to100p_5y_21,75-79,population,12983,-1.3,"Males
Year: 1974
Age group: 75-79 years
Proportion of population: 1.3%
Count:  12,983"
1974,sex_03,Males,age_0to100p_5y_21,80-84,population,7377,-0.7,"Males
Year: 1974
Age group: 80-84 years
Proportion of population: 0.7%
Count:   7,377"
1974,sex_03,Males,age_0to100p_5y_21,85-89,population,3056,-0.3,"Males
Year: 1974
Age group: 85-89 years
Proportion of population: 0.3%
Count:   3,056"
1974,sex_03,Males,age_0to100p_5y_21,90-94,population,783,-0.1,"Males
Year: 1974
Age group: 90-94 years
Proportion of population: 0.1%
Count:     783"
1974,sex_03,Males,age_0to100p_5y_21,95+,population,128,-0,"Males
Year: 1974
Age group: 95+ years
Proportion of population: 0.0%
Count:     128"
1975,sex_03,Females,age_0to100p_5y_21,0-4,population,96659,9.5,"Females
Year: 1975
Age group: 0-4 years
Proportion of population: 9.5%
Count:  96,659"
1975,sex_03,Females,age_0to100p_5y_21,10-14,population,96569,9.5,"Females
Year: 1975
Age group: 10-14 years
Proportion of population: 9.5%
Count:  96,569"
1975,sex_03,Females,age_0to100p_5y_21,15-19,population,91328,9,"Females
Year: 1975
Age group: 15-19 years
Proportion of population: 9.0%
Count:  91,328"
1975,sex_03,Females,age_0to100p_5y_21,20-24,population,83707,8.2,"Females
Year: 1975
Age group: 20-24 years
Proportion of population: 8.2%
Count:  83,707"
1975,sex_03,Females,age_0to100p_5y_21,25-29,population,80530,7.9,"Females
Year: 1975
Age group: 25-29 years
Proportion of population: 7.9%
Count:  80,530"
1975,sex_03,Females,age_0to100p_5y_21,30-34,population,65890,6.5,"Females
Year: 1975
Age group: 30-34 years
Proportion of population: 6.5%
Count:  65,890"
1975,sex_03,Females,age_0to100p_5y_21,35-39,population,57077,5.6,"Females
Year: 1975
Age group: 35-39 years
Proportion of population: 5.6%
Count:  57,077"
1975,sex_03,Females,age_0to100p_5y_21,40-44,population,51633,5.1,"Females
Year: 1975
Age group: 40-44 years
Proportion of population: 5.1%
Count:  51,633"
1975,sex_03,Females,age_0to100p_5y_21,45-49,population,54224,5.3,"Females
Year: 1975
Age group: 45-49 years
Proportion of population: 5.3%
Count:  54,224"
1975,sex_03,Females,age_0to100p_5y_21,5-9,population,93098,9.1,"Females
Year: 1975
Age group: 5-9 years
Proportion of population: 9.1%
Count:  93,098"
1975,sex_03,Females,age_0to100p_5y_21,50-54,population,53329,5.2,"Females
Year: 1975
Age group: 50-54 years
Proportion of population: 5.2%
Count:  53,329"
1975,sex_03,Females,age_0to100p_5y_21,55-59,population,47529,4.7,"Females
Year: 1975
Age group: 55-59 years
Proportion of population: 4.7%
Count:  47,529"
1975,sex_03,Females,age_0to100p_5y_21,60-64,population,44286,4.4,"Females
Year: 1975
Age group: 60-64 years
Proportion of population: 4.4%
Count:  44,286"
1975,sex_03,Females,age_0to100p_5y_21,65-69,population,34755,3.4,"Females
Year: 1975
Age group: 65-69 years
Proportion of population: 3.4%
Count:  34,755"
